Date,Open,High,Low,Close,Volume,Change
15-Jul-19,"33,644.53","33,672.49","32,895.82","32,958.35","52,084,328",-714.14
12-Jul-19,"33,865.68","34,001.76","33,599.48","33,672.49","43,351,060",-202.91
11-Jul-19,"33,879.14","33,957.79","33,724.98","33,875.40","23,377,580",35.35
10-Jul-19,"33,887.27","33,955.00","33,796.91","33,840.05","25,799,510",-15.53
09-Jul-19,"33,750.85","34,051.01","33,656.21","33,855.58","48,336,860",112.9
08-Jul-19,"34,184.57","34,229.63","33,686.20","33,742.68","46,723,940",-447.34
05-Jul-19,"34,525.67","34,570.62","34,062.98","34,190.02","42,323,208",-380.6
04-Jul-19,"35,132.54","35,279.32","34,466.62","34,570.62","88,926,832",-325.93
03-Jul-19,"34,320.93","34,938.44","34,307.11","34,896.55","99,280,448",589.44
02-Jul-19,"34,013.28","34,340.23","33,918.97","34,307.11","73,854,176",310.78
01-Jul-19,"33,963.89","34,068.58","33,825.85","33,996.33","37,621,272",94.75
28-Jun-19,"33,766.16","33,936.23","33,409.50","33,901.58","148,962,304",127.16
27-Jun-19,"34,101.39","34,261.92","33,521.38","33,774.42","111,206,952",-314.14
26-Jun-19,"34,261.32","34,290.58","33,731.94","34,088.56","115,096,792",-102.06
25-Jun-19,"34,434.41","34,471.95","33,984.60","34,190.62","106,837,072",-281.33
24-Jun-19,"35,147.18","35,194.64","34,368.46","34,471.95","57,760,592",-653.3
21-Jun-19,"35,106.58","35,207.59","34,995.91","35,125.25","81,578,280",129.34
20-Jun-19,"34,691.80","35,061.54","34,645.96","34,995.91","91,967,352",339.79
19-Jun-19,"34,673.53","34,813.90","34,522.41","34,656.12","74,134,848",-25.6
18-Jun-19,"35,166.09","35,186.09","34,608.61","34,681.72","82,027,400",-487.1
17-Jun-19,"35,601.39","35,625.47","35,110.73","35,168.82","87,223,152",-404.13
14-Jun-19,"35,443.47","35,659.35","35,295.64","35,572.95","128,875,248",169.88
13-Jun-19,"34,895.15","35,501.37","34,858.14","35,403.07","118,453,296",465.14
12-Jun-19,"34,631.00","35,137.56","34,607.71","34,937.93","113,438,224",278.08
11-Jun-19,"34,408.07","34,798.60","34,267.59","34,659.85","92,971,208",92.3
10-Jun-19,"35,364.74","35,505.29","34,468.16","34,567.55","74,561,680",-937.74
03-Jun-19,"35,890.48","35,974.79","35,425.32","35,505.29","92,351,952",-469.5
30-May-19,"36,218.83","36,536.78","35,655.25","35,974.79","175,972,528",15.36
29-May-19,"35,083.36","35,993.61","34,949.28","35,959.43","151,466,352","1,010.15"
28-May-19,"35,690.61","35,709.12","34,900.07","34,949.28","122,068,520",-748.09
27-May-19,"35,818.33","35,892.29","35,610.41","35,697.37","94,511,152",-6.44
24-May-19,"35,635.17","35,766.70","35,435.91","35,703.81","110,357,800",122.47
23-May-19,"35,176.79","35,631.13","34,637.14","35,581.34","164,340,752",944.2
22-May-19,"33,851.00","34,698.56","33,442.10","34,637.14","140,651,568","1,195.04"
21-May-19,"33,260.94","33,549.62","32,852.23","33,442.10","127,549,808",191.56
20-May-19,"33,037.18","33,322.39","32,352.40","33,250.54","131,941,848",83.92
17-May-19,"33,933.67","33,971.12","33,005.99","33,166.62","63,140,760",-804.5
16-May-19,"34,361.39","34,416.46","33,574.85","33,971.12","85,059,760",-320.53
15-May-19,"33,998.92","34,443.91","33,885.09","34,291.65","92,179,880",406.56
14-May-19,"33,932.93","34,067.33","33,691.66","33,885.09","82,104,392",-15.29
13-May-19,"34,850.59","35,227.92","33,779.66","33,900.38","89,942,632",-816.15
10-May-19,"34,856.43","34,887.64","34,646.97","34,716.53","30,122,890",-171.11
09-May-19,"35,020.00","35,300.26","34,828.94","34,887.64","60,104,640",-147.39
08-May-19,"35,666.78","35,697.73","34,849.84","35,035.03","86,754,152",-596.03
07-May-19,"35,597.81","35,806.33","35,491.20","35,631.06","53,990,660",25.64
06-May-19,"36,127.29","36,191.43","35,570.38","35,605.42","54,344,740",-517.53
03-May-19,"36,544.90","36,556.42","36,071.10","36,122.95","48,469,700",-424.68
02-May-19,"36,776.22","36,857.75","36,508.22","36,547.63","50,913,752",-236.81
30-Apr-19,"36,993.38","37,037.30","36,708.20","36,784.44","82,498,064",-241.83
29-Apr-19,"37,201.59","37,437.72","36,949.92","37,026.27","132,414,352",-104.36
26-Apr-19,"36,806.86","37,158.35","36,787.44","37,130.63","109,019,072",334.6
25-Apr-19,"36,520.00","36,944.63","36,504.25","36,796.03","84,248,192",291.78
24-Apr-19,"36,375.22","36,733.05","36,332.28","36,504.25","93,119,920",100.22
23-Apr-19,"36,899.73","36,911.61","36,136.11","36,404.03","95,382,280",-497.66
22-Apr-19,"37,474.80","37,479.27","36,839.29","36,901.69","104,220,192",-390.78
19-Apr-19,"36,827.08","37,729.12","36,811.86","37,292.47","138,871,696",480.61
18-Apr-19,"36,737.51","36,919.95","36,419.36","36,811.86","151,730,432",59.29
17-Apr-19,"37,386.47","37,418.67","36,692.21","36,752.57","123,024,336",-629.38
16-Apr-19,"37,519.57","37,635.70","37,339.21","37,381.95","94,881,824",-122.13
15-Apr-19,"37,431.00","37,698.79","37,281.15","37,504.08","134,835,184",166.21
12-Apr-19,"36,788.89","37,420.92","36,741.70","37,337.87","125,712,920",550.23
11-Apr-19,"36,555.20","36,910.03","36,499.34","36,787.64","101,602,704",208.32
10-Apr-19,"37,138.79","37,170.36","36,464.85","36,579.32","72,946,912",-550.65
09-Apr-19,"36,906.30","37,270.58","36,593.20","37,129.97","108,727,984",208.06
08-Apr-19,"37,552.90","37,552.90","36,738.96","36,921.91","73,308,208",-599.9
05-Apr-19,"37,517.13","37,592.27","37,307.14","37,521.81","48,058,368",5.7
04-Apr-19,"38,037.79","38,042.60","37,413.09","37,516.11","63,047,320",-506.69
03-Apr-19,"38,050.80","38,119.14","37,855.09","38,022.80","62,970,460",-13.23
02-Apr-19,"38,423.14","38,557.74","37,932.29","38,036.03","65,239,040",-318.82
01-Apr-19,"38,631.97","38,649.34","38,211.08","38,354.85","39,616,992",-294.49
29-Mar-19,"38,555.65","38,733.37","38,483.46","38,649.34","82,606,288",96.39
28-Mar-19,"38,934.87","38,965.01","38,418.90","38,552.95","54,283,100",-412.06
27-Mar-19,"38,382.06","38,981.12","38,329.13","38,965.01","91,462,792",635.88
26-Mar-19,"38,164.86","38,372.89","38,039.69","38,329.13","50,635,568",200.47
25-Mar-19,"38,520.35","38,531.87","38,053.15","38,128.66","36,384,740",-403.21
22-Mar-19,"38,437.17","38,721.05","38,384.72","38,531.87","54,148,020",147.16
21-Mar-19,"38,548.18","38,593.48","38,202.28","38,384.71","55,283,920",-163.05
20-Mar-19,"38,629.00","38,666.55","38,427.64","38,547.76","56,061,920",-64.61
19-Mar-19,"38,913.36","39,011.54","38,528.11","38,612.37","54,727,688",-239.58
18-Mar-19,"38,355.84","38,882.82","38,161.72","38,851.95","74,685,296",545
15-Mar-19,"38,799.91","38,839.01","38,187.48","38,306.95","100,187,904",-501.66
14-Mar-19,"38,936.09","38,999.39","38,751.60","38,808.61","58,816,472",-120.32
13-Mar-19,"38,951.00","39,060.58","38,828.52","38,928.93","67,452,968",32.44
12-Mar-19,"38,937.01","39,030.25","38,648.12","38,896.49","54,085,920",-27.62
11-Mar-19,"39,012.48","39,146.44","38,875.82","38,924.11","50,327,832",-26.12
08-Mar-19,"39,313.75","39,323.43","38,866.69","38,950.23","46,069,192",-343.87
07-Mar-19,"39,662.44","39,747.18","39,257.99","39,294.10","46,186,648",-274
06-Mar-19,"39,718.18","39,845.59","39,494.88","39,568.10","61,487,992",-120.41
05-Mar-19,"39,775.16","39,955.28","39,598.91","39,688.51","126,642,432",-61.23
04-Mar-19,"39,550.18","39,841.74","39,499.36","39,749.74","141,596,112",210.73
01-Mar-19,"39,083.98","39,713.42","39,054.61","39,539.01","94,633,512",484.41
28-Feb-19,"38,815.24","39,149.33","38,558.45","39,054.60","102,139,640",361.91
27-Feb-19,"38,630.12","38,857.90","37,330.38","38,692.69","178,686,528",-128.98
26-Feb-19,"39,421.88","39,606.79","38,726.73","38,821.67","104,658,232",-785.12
25-Feb-19,"39,990.34","40,046.25","39,550.65","39,606.79","44,036,540",-409.34
22-Feb-19,"39,982.37","40,082.21","39,799.93","40,016.13","65,985,600",-54.58
21-Feb-19,"40,317.66","40,416.53","39,882.23","40,070.71","76,226,640",-208.67
20-Feb-19,"39,943.99","40,330.04","39,688.75","40,279.38","89,310,232",322.31
19-Feb-19,"40,237.06","40,320.58","39,941.97","39,957.07","56,002,608",-262.4
18-Feb-19,"40,605.13","40,654.65","40,000.11","40,219.47","57,906,720",-267.2
15-Feb-19,"40,515.20","40,646.39","40,361.03","40,486.67","46,555,860",-20.31
14-Feb-19,"40,549.18","40,589.15","40,318.01","40,506.98","58,266,060",-37.13
13-Feb-19,"40,692.74","40,839.09","40,484.58","40,544.11","102,299,312",-52.17
12-Feb-19,"40,339.07","40,637.26","40,269.00","40,596.28","91,118,896",269.75
11-Feb-19,"41,038.02","41,076.26","40,218.37","40,326.53","87,441,512",-560.82
08-Feb-19,"41,358.68","41,453.10","40,790.60","40,887.35","124,137,000",-445.4
07-Feb-19,"41,529.25","41,606.29","41,289.12","41,332.75","64,130,140",-172.93
06-Feb-19,"41,693.37","41,766.93","41,417.82","41,505.68","118,205,512",-108.71
04-Feb-19,"41,209.08","41,630.13","41,112.71","41,614.39","138,281,360",501.68
01-Feb-19,"40,810.70","41,207.97","40,793.36","41,112.71","127,217,344",313.19
31-Jan-19,"40,635.66","40,860.79","40,607.12","40,799.52","125,629,632",192.4
30-Jan-19,"40,644.33","40,776.92","40,530.69","40,607.12","53,837,400",-17.27
29-Jan-19,"40,421.95","40,647.97","40,307.23","40,624.39","73,647,800",204.3
28-Jan-19,"40,277.09","40,465.15","40,261.39","40,420.09","67,829,216",155.31
25-Jan-19,"40,307.01","40,379.95","40,165.72","40,264.78","116,594,368",-24.38
24-Jan-19,"40,438.11","40,609.03","40,057.85","40,289.16","158,628,672",231.31
23-Jan-19,"39,971.54","40,198.28","39,902.21","40,057.85","106,553,920",155.64
22-Jan-19,"39,557.26","39,959.22","39,485.76","39,902.21","88,419,728",358.44
21-Jan-19,"39,345.13","39,812.36","39,306.50","39,543.77","77,001,088",237.27
18-Jan-19,"39,268.25","39,390.77","39,091.52","39,306.50","121,524,312",62.61
17-Jan-19,"39,265.66","39,294.47","38,780.37","39,243.89","78,743,776",-28.05
16-Jan-19,"39,608.15","39,622.47","39,225.41","39,271.94","69,159,936",-342.23
15-Jan-19,"39,430.20","39,711.92","39,358.16","39,614.17","88,670,568",201.62
14-Jan-19,"39,177.03","39,504.49","39,049.08","39,412.55","83,584,608",363.47
11-Jan-19,"39,116.62","39,278.20","38,780.18","39,049.08","91,270,016",-41.2
10-Jan-19,"39,023.67","39,225.55","38,921.69","39,090.28","66,334,680",168.59
09-Jan-19,"39,201.03","39,267.53","38,816.50","38,921.69","96,740,192",-130.81
08-Jan-19,"38,632.14","39,148.92","38,562.40","39,052.50","104,970,472",490.1
07-Jan-19,"37,621.24","38,626.80","37,547.49","38,562.40","103,065,448","1,014.91"
04-Jan-19,"37,565.24","37,815.19","37,474.66","37,547.49","37,838,648",5.48
03-Jan-19,"37,800.63","37,928.37","37,374.05","37,542.01","45,957,280",-253.24
02-Jan-19,"38,046.70","38,449.04","37,710.38","37,795.25","88,029,264",-200.51
01-Jan-19,"37,067.98","38,046.98","37,046.21","37,995.76","63,412,900",929.09
31-Dec-18,"37,071.76","37,206.17","36,802.40","37,066.67","163,461,744",-100.35
28-Dec-18,"37,822.29","37,891.19","36,918.66","37,167.02","132,828,200",-686.55
27-Dec-18,"38,382.24","38,460.10","37,701.16","37,853.57","69,274,736",-364.5
26-Dec-18,"38,318.41","38,358.08","38,168.54","38,218.07","60,870,220",-90.85
24-Dec-18,"38,222.81","38,347.25","37,934.01","38,308.92","57,601,392",57.88
21-Dec-18,"38,241.05","38,487.37","37,845.42","38,251.04","98,515,152",14.52
20-Dec-18,"38,069.42","38,379.69","38,014.48","38,236.52","81,823,560",173.37
19-Dec-18,"38,051.78","38,179.27","37,859.18","38,063.15","70,357,768",-52.66
18-Dec-18,"38,245.98","38,323.44","37,979.03","38,115.81","68,148,656",-193.36
17-Dec-18,"38,542.41","38,585.66","38,203.63","38,309.17","46,110,580",-276.49
14-Dec-18,"38,062.64","38,597.68","38,011.63","38,585.66","65,816,168",574.03
13-Dec-18,"38,328.51","38,464.79","37,767.01","38,011.63","57,674,440",-295.81
12-Dec-18,"38,770.56","38,851.96","38,130.07","38,307.44","106,935,328",-544.52
11-Dec-18,"39,338.68","39,338.68","38,801.13","38,851.96","84,394,768",-447.66
10-Dec-18,"38,826.23","39,438.68","38,562.05","39,299.62","113,142,968",737.57
07-Dec-18,"38,294.69","38,651.88","37,779.67","38,562.05","91,385,744",261.43
06-Dec-18,"39,389.00","39,448.28","38,247.01","38,300.62","121,297,104","-1,002.49"
05-Dec-18,"39,607.11","39,607.10","38,719.62","39,303.11","87,895,344",-299.76
04-Dec-18,"38,889.69","39,657.96","38,889.24","39,602.87","140,450,576",442.27
03-Dec-18,"40,383.28","40,496.03","39,014.56","39,160.60","102,628,704","-1,335.43"
30-Nov-18,"40,625.67","40,936.73","40,339.93","40,496.03","212,297,584",-142.8
29-Nov-18,"40,717.95","40,781.43","40,462.91","40,638.83","53,275,768",-65.97
28-Nov-18,"40,955.77","41,081.23","40,653.71","40,704.80","76,375,936",-189.42
27-Nov-18,"40,825.54","40,925.43","40,520.47","40,894.22","70,621,008",122.67
26-Nov-18,"40,882.10","41,144.09","40,664.17","40,771.55","68,687,552",-97.73
23-Nov-18,"40,839.64","40,899.47","40,655.08","40,869.28","69,596,160",-4.75
22-Nov-18,"41,367.89","41,419.24","40,795.96","40,874.03","88,882,400",-545.21
20-Nov-18,"41,376.42","41,465.81","41,214.11","41,419.24","79,559,288",66.47
19-Nov-18,"41,682.92","41,682.92","41,240.51","41,352.77","67,941,696",-307.98
16-Nov-18,"41,540.72","41,804.81","41,428.63","41,660.75","107,523,720",232.12
15-Nov-18,"41,018.60","41,477.90","40,942.26","41,428.63","145,044,656",434.58
14-Nov-18,"40,952.00","41,322.77","40,763.44","40,994.05","146,481,904",-158.23
13-Nov-18,"41,112.26","41,202.42","40,760.59","41,152.28","91,280,704",55.95
12-Nov-18,"41,414.31","41,572.17","41,052.97","41,096.33","96,786,632",-292.55
09-Nov-18,"41,332.76","41,567.19","41,208.26","41,388.88","139,782,992",21.5
08-Nov-18,"41,623.58","41,650.70","41,284.64","41,367.38","133,333,840",-176.6
07-Nov-18,"41,326.74","41,597.93","40,958.53","41,543.98","169,675,904",585.45
06-Nov-18,"41,432.27","41,554.31","40,755.79","40,958.53","142,289,904",-535.43
05-Nov-18,"41,892.22","42,004.09","41,033.87","41,493.96","145,446,496",-510.13
02-Nov-18,"41,701.98","42,243.83","41,607.16","42,004.09","209,573,248",287.99
01-Nov-18,"41,625.00","41,827.05","41,454.54","41,716.10","151,102,720",66.74
31-Oct-18,"41,611.95","41,825.55","41,237.48","41,649.36","178,863,920",40.33
30-Oct-18,"41,648.88","41,792.81","41,366.58","41,609.03","219,971,168",155.27
29-Oct-18,"40,851.00","41,513.63","40,556.45","41,453.76","278,781,184",897.31
26-Oct-18,"39,736.39","40,604.91","39,375.42","40,556.45","236,529,568",924.54
25-Oct-18,"39,634.30","40,069.40","39,271.12","39,631.91","200,386,944",360.79
24-Oct-18,"38,447.50","39,296.33","37,714.90","39,271.12","167,122,096","1,556.22"
23-Oct-18,"38,363.29","38,365.32","37,582.69","37,714.90","117,791,048",-630.52
22-Oct-18,"38,520.73","38,783.87","38,264.61","38,345.42","138,735,776",-84.85
19-Oct-18,"38,019.32","38,467.41","37,759.95","38,430.27","115,195,160",448.02
18-Oct-18,"37,806.08","38,189.16","37,438.38","37,982.25","116,355,808",334.91
17-Oct-18,"36,686.20","37,704.08","36,663.38","37,647.34","100,719,648",983.96
16-Oct-18,"36,784.07","37,339.49","36,491.56","36,663.38","92,035,392",-104.19
15-Oct-18,"37,453.24","37,575.89","36,274.25","36,767.57","105,367,072",-750.36
12-Oct-18,"38,445.08","38,445.08","37,405.40","37,517.93","92,000,576",-880.37
11-Oct-18,"38,743.29","38,792.09","38,256.70","38,398.30","84,553,088",-393.79
10-Oct-18,"38,551.30","38,826.80","37,894.09","38,792.09","112,279,728",287.25
09-Oct-18,"37,965.23","39,027.34","37,898.29","38,504.84","124,870,544",606.55
08-Oct-18,"39,224.88","39,297.31","37,769.51","37,898.29","113,658,088","-1,328.06"
05-Oct-18,"40,081.75","40,136.32","39,030.03","39,226.35","87,086,848",-860.77
04-Oct-18,"40,568.92","40,603.73","39,993.98","40,087.12","54,886,552",-473.07
03-Oct-18,"40,818.60","40,838.86","40,471.30","40,560.19","52,603,352",-240.06
02-Oct-18,"40,929.44","41,214.48","40,739.76","40,800.25","66,570,140",-129.19
01-Oct-18,"40,985.03","41,029.06","40,709.29","40,929.44","71,211,696",-69.15
28-Sep-18,"40,862.69","41,047.08","40,622.11","40,998.59","98,616,952",146.79
27-Sep-18,"40,905.72","40,972.79","40,383.23","40,851.80","94,958,016",-58.11
26-Sep-18,"41,073.37","41,139.37","40,717.78","40,909.91","50,851,840",-126.39
25-Sep-18,"41,018.81","41,193.18","40,957.32","41,036.30","54,538,728",31.75
24-Sep-18,"41,394.97","41,533.64","40,899.28","41,004.55","54,723,280",-315.58
19-Sep-18,"41,299.73","41,357.34","41,100.58","41,320.13","95,169,264",82.06
18-Sep-18,"40,544.70","41,270.43","40,438.03","41,238.07","83,301,648",717.6
17-Sep-18,"40,933.53","40,961.36","40,255.23","40,520.47","68,831,368",-399.84
14-Sep-18,"41,147.91","41,230.69","40,790.06","40,920.31","80,630,568",-129.6
13-Sep-18,"40,451.00","41,150.41","40,339.04","41,049.91","93,399,848",527.87
12-Sep-18,"40,768.98","40,824.38","40,424.09","40,522.04","69,606,048",-237.49
11-Sep-18,"40,723.40","40,943.19","40,519.03","40,759.53","77,692,488",75.48
10-Sep-18,"40,860.60","40,927.49","40,369.17","40,684.05","60,253,980",-170.72
07-Sep-18,"41,329.63","41,416.74","40,793.70","40,854.77","69,960,736",-411.62
06-Sep-18,"41,609.97","41,715.01","41,223.56","41,266.39","97,317,184",-354.57
05-Sep-18,"41,766.77","41,805.34","41,495.41","41,620.96","70,389,616",-132.93
04-Sep-18,"41,594.98","41,790.77","41,555.96","41,753.89","65,080,960",171.93
03-Sep-18,"41,731.76","41,742.24","41,192.04","41,581.96","80,804,544",-160.28
31-Aug-18,"41,888.23","42,006.03","41,626.70","41,742.24","88,383,160",-121.28
30-Aug-18,"42,261.44","42,273.52","41,659.26","41,863.52","85,926,656",-385.92
29-Aug-18,"42,564.34","42,628.34","42,157.63","42,249.44","58,694,288",-295.03
28-Aug-18,"42,730.05","42,843.36","42,516.35","42,544.47","75,478,568",-201.31
27-Aug-18,"42,618.01","42,871.15","42,588.29","42,745.78","106,761,160",157.49
24-Aug-18,"42,445.43","42,618.16","42,280.54","42,588.29","49,109,540",163.19
20-Aug-18,"42,610.88","42,701.54","42,309.05","42,425.10","70,870,128",-21.52
17-Aug-18,"42,006.53","42,552.84","41,960.80","42,446.62","111,393,152",485.82
16-Aug-18,"42,422.98","42,483.11","41,750.54","41,960.80","83,532,304",-485.76
15-Aug-18,"42,764.95","42,852.57","42,368.48","42,446.56","74,789,832",-191.02
13-Aug-18,"42,813.29","42,857.58","42,594.14","42,637.58","87,287,552",-204.6
10-Aug-18,"42,978.00","43,115.52","42,798.88","42,842.18","137,684,128",-81.77
09-Aug-18,"42,760.67","42,960.94","42,696.35","42,923.95","107,153,768",192.09
08-Aug-18,"42,784.80","42,857.12","42,639.24","42,731.86","92,943,664",-28.27
07-Aug-18,"42,838.31","42,993.18","42,705.04","42,760.13","129,130,320",-48.53
06-Aug-18,"42,564.41","42,854.32","42,453.88","42,808.66","76,513,824",303.61
03-Aug-18,"42,351.00","42,553.37","42,097.07","42,505.05","114,054,160",174.73
02-Aug-18,"42,936.70","42,976.17","42,286.20","42,330.32","170,051,904",-479.72
01-Aug-18,"42,742.90","42,940.53","42,527.44","42,810.04","123,541,136",97.61
31-Jul-18,"43,638.77","43,638.86","42,603.43","42,712.43","157,829,488",-844.2
30-Jul-18,"43,045.60","43,605.04","42,786.45","43,556.63","175,236,336",770.18
27-Jul-18,"42,123.57","42,845.49","42,014.05","42,786.45","187,213,248",697.29
26-Jul-18,"42,106.57","42,136.06","41,339.22","42,089.16","129,798,408",749.94
24-Jul-18,"40,494.45","41,461.83","40,463.98","41,339.22","107,393,024",875.24
23-Jul-18,"41,217.86","41,221.75","40,418.18","40,463.98","60,952,992",-757.77
20-Jul-18,"41,810.96","41,810.96","41,157.45","41,221.75","116,252,728",-573.84
19-Jul-18,"41,298.73","41,896.08","40,897.90","41,795.59","178,906,352",897.69
18-Jul-18,"40,017.55","40,980.30","39,932.98","40,897.90","131,096,408",964.92
17-Jul-18,"39,658.99","40,012.61","39,330.88","39,932.98","86,241,872",267.21
16-Jul-18,"40,394.30","40,464.86","39,396.37","39,665.77","93,116,440",-605.23
13-Jul-18,"39,856.68","40,388.55","39,851.61","40,271.00","86,963,560",395.88
12-Jul-18,"39,570.24","39,916.44","39,236.73","39,875.12","59,095,488",288.36
11-Jul-18,"39,467.64","40,061.59","39,209.40","39,586.76","72,350,512",133.95
10-Jul-18,"39,261.36","39,569.79","38,561.31","39,452.81","116,508,128",164.33
09-Jul-18,"40,372.90","40,372.90","39,067.15","39,288.48","75,518,760",-995.66
06-Jul-18,"40,223.75","40,435.97","40,028.64","40,284.14","75,638,624",45.33
05-Jul-18,"40,350.51","40,755.22","40,106.01","40,238.81","90,910,680",-106.87
04-Jul-18,"41,511.00","41,564.42","40,274.72","40,345.68","74,329,512","-1,218.74"
03-Jul-18,"41,738.36","41,749.14","41,513.95","41,564.42","42,300,940",-169.63
02-Jul-18,"41,948.67","42,136.52","41,609.90","41,734.05","43,083,752",-176.85
29-Jun-18,"41,998.66","42,081.88","41,750.01","41,910.90","90,465,120",-86.95
28-Jun-18,"41,651.00","42,077.66","41,539.29","41,997.85","96,885,688",279.86
27-Jun-18,"41,281.45","41,817.21","41,246.09","41,717.99","103,907,984",471.9
26-Jun-18,"41,034.00","41,526.57","40,978.23","41,246.09","90,880,816",267.86
25-Jun-18,"41,642.41","41,843.09","40,900.74","40,978.23","106,435,240",-659.15
22-Jun-18,"42,340.77","42,499.86","41,561.76","41,637.38","120,329,968",-721.23
21-Jun-18,"42,881.74","43,002.84","42,296.07","42,358.61","153,641,008",-644.22
20-Jun-18,"43,685.95","43,746.21","42,954.89","43,002.83","91,492,408",-680.01
19-Jun-18,"43,697.85","43,825.11","43,511.65","43,682.84","63,292,960",2.16
14-Jun-18,"43,536.43","43,731.13","43,459.47","43,680.68","72,162,144",173.18
13-Jun-18,"43,218.54","43,589.72","43,217.20","43,507.50","72,326,360",278.6
12-Jun-18,"43,893.15","43,968.33","43,143.00","43,228.90","86,792,808",-702.26
11-Jun-18,"44,046.00","44,244.07","43,838.17","43,931.16","104,430,072",-16.95
07-Jun-18,"44,178.32","44,332.86","43,894.34","43,948.11","169,835,136",-196.09
06-Jun-18,"43,767.07","44,170.72","43,679.68","44,144.20","158,817,328",441.62
05-Jun-18,"43,295.58","43,747.18","43,197.44","43,702.58","122,477,720",434.29
04-Jun-18,"42,903.41","43,293.91","42,832.94","43,268.29","73,078,432",355.48
01-Jun-18,"42,881.00","42,969.38","42,749.42","42,912.81","38,530,380",66.17
31-May-18,"42,579.92","42,919.72","42,496.37","42,846.64","98,834,792",300.16
30-May-18,"42,671.58","42,773.81","42,337.51","42,546.48","83,859,296",-76.26
29-May-18,"42,146.76","42,667.69","42,112.75","42,622.74","67,491,216",484.17
28-May-18,"42,051.93","42,543.27","41,872.34","42,138.57","85,175,744",64.48
25-May-18,"42,496.20","42,570.77","42,000.47","42,074.09","62,741,512",-462.07
24-May-18,"42,800.00","42,838.15","42,446.82","42,536.16","68,973,504",-236.09
23-May-18,"42,794.31","43,060.68","42,676.51","42,772.25","76,680,720",27.43
22-May-18,"41,660.16","42,770.41","41,648.65","42,744.82","92,148,888","1,096.17"
21-May-18,"41,699.00","41,912.68","41,591.44","41,648.65","52,322,460",25.13
18-May-18,"41,901.00","41,974.35","41,458.12","41,623.52","53,084,712",-246.13
17-May-18,"42,257.51","42,301.20","41,833.60","41,869.65","33,342,710",-431.55
16-May-18,"42,467.22","42,579.81","42,198.84","42,301.20","39,580,552",-158.33
15-May-18,"42,488.04","42,608.08","41,845.31","42,459.53","111,309,512",-39.33
14-May-18,"43,543.08","43,594.79","42,431.44","42,498.86","97,468,208","-1,095.93"
11-May-18,"43,869.07","44,027.58","43,550.68","43,594.79","86,259,192",-260.99
10-May-18,"43,877.00","44,139.12","43,735.44","43,855.78","74,287,512",60.78
09-May-18,"44,151.00","44,249.13","43,386.63","43,795.00","80,594,544",-271.96
08-May-18,"44,364.02","44,440.10","43,925.64","44,066.96","80,052,368",-311.56
07-May-18,"44,546.00","44,763.37","44,321.88","44,378.52","59,921,312",-158.39
04-May-18,"44,753.57","44,785.32","44,467.44","44,536.91","68,520,792",-209.72
03-May-18,"45,214.42","45,259.77","44,556.18","44,746.63","73,715,872",-449.74
02-May-18,"45,471.74","45,488.86","45,160.64","45,196.37","64,541,888",-292.49
30-Apr-18,"45,754.55","45,842.06","45,424.87","45,488.86","155,844,016",-53.92
27-Apr-18,"45,470.35","45,671.76","45,458.25","45,542.78","98,335,488",81.91
26-Apr-18,"45,769.04","45,780.94","45,427.19","45,460.87","86,743,376",-257.47
25-Apr-18,"45,920.00","45,942.10","45,681.74","45,718.34","104,575,808",-158.36
24-Apr-18,"45,426.31","45,911.61","45,371.96","45,876.70","84,432,832",504.75
23-Apr-18,"45,241.26","45,452.98","45,191.00","45,371.95","61,758,808",112.61
20-Apr-18,"45,400.36","45,525.73","45,153.92","45,259.34","57,762,048",-128.43
19-Apr-18,"45,481.04","45,492.36","45,122.75","45,387.77","111,137,032",-90.86
18-Apr-18,"45,852.29","46,003.96","45,423.95","45,478.63","85,203,152",-323.1
17-Apr-18,"45,639.00","45,881.84","45,484.94","45,801.73","73,657,272",119.49
16-Apr-18,"46,088.00","46,095.83","45,610.22","45,682.24","68,244,528",-389.62
13-Apr-18,"46,294.97","46,349.69","46,036.23","46,071.86","105,155,840",-259.85
12-Apr-18,"46,584.89","46,577.98","46,219.85","46,331.71","153,238,816",-154.78
11-Apr-18,"46,557.41","46,759.47","46,472.15","46,486.49","106,262,040",9.76
10-Apr-18,"46,597.40","46,679.69","46,407.10","46,476.73","74,780,864",-103.89
09-Apr-18,"46,638.60","46,828.20","46,530.06","46,580.62","100,525,696",-57
06-Apr-18,"46,825.07","47,144.12","46,542.82","46,637.62","136,298,128",76.8
05-Apr-18,"46,146.36","46,656.93","46,085.10","46,560.82","113,542,368",457.21
04-Apr-18,"46,062.44","46,447.91","46,013.34","46,103.61","148,342,128",90.27
03-Apr-18,"45,739.84","46,057.53","45,692.02","46,013.34","135,636,240",271.91
02-Apr-18,"45,620.48","45,771.40","45,413.69","45,741.43","128,089,856",181.13
30-Mar-18,"45,483.96","45,604.59","45,391.71","45,560.30","109,123,592",70.68
29-Mar-18,"45,157.20","45,506.11","45,155.51","45,489.62","162,897,840",316.63
28-Mar-18,"45,032.93","45,232.77","44,899.51","45,172.99","142,604,864",168.8
27-Mar-18,"45,101.43","45,307.45","44,936.12","45,004.19","104,032,256",-79.38
26-Mar-18,"45,010.52","45,118.16","44,784.81","45,083.57","56,880,352",53.35
22-Mar-18,"44,705.94","45,032.41","44,645.95","45,030.22","89,093,168",384.27
